timestamp_ms,speed,latitude,longitude,total_time_ms,Distance,Lap
1760239740198 ,20.39399946,36.53379822,140.2306976,159400,1052.790979,1
1760239740719 ,20.39399946,36.53382874,140.2306671,159900,1057.143325,1
1760239741203 ,20.39399946,36.53382874,140.2306671,160350,1057.143325,1
1760239741688 ,19.46699948,36.53386307,140.2306366,160800,1061.833514,1
1760239742197 ,19.46699948,36.53386307,140.2306366,161250,1061.833514,1
1760239742698 ,19.46699948,36.53389359,140.2306061,161750,1066.185858,1
1760239743196 ,19.46699948,36.53389359,140.2306061,162200,1066.185858,1
1760239743685 ,19.46699948,36.5339241,140.2305603,162650,1071.50133,1
1760239744231 ,19.46699948,36.5339241,140.2305603,163150,1071.50133,1
1760239744695 ,18.53999951,36.53395081,140.2305298,163600,1075.532073,1
1760239745196 ,18.53999951,36.53395081,140.2305298,164050,1075.532073,1
1760239745695 ,19.47628806,36.53398514,140.2305145,164500,1079.58678,1
1760239746223 ,19.47628806,36.53398514,140.2305145,165000,1079.58678,1
1760239746718 ,19.46518627,36.53401184,140.230484,165450,1083.616702,1
1760239747198 ,19.46518627,36.53401184,140.230484,165900,1083.616702,1
1760239747702 ,20.39218624,36.53404236,140.2304535,166400,1087.969044,1
1760239748196 ,20.39218624,36.53404236,140.2304535,166850,1087.969044,1
1760239748706 ,19.46889798,36.53406906,140.230423,167300,1091.998965,1
1760239749234 ,19.46889798,36.53406906,140.230423,167750,1091.998965,1
1760239749715 ,18.52890513,36.53409958,140.2303925,168250,1096.351305,1
1760239750215 ,18.52890513,36.53409958,140.2303925,168700,1096.351305,1
1760239750695 ,16.68600697,36.53412628,140.2303619,169150,1100.387272,1
1760239751227 ,16.68600697,36.53412628,140.2303619,169600,1100.387272,1
1760239751696 ,15.759007,36.5341568,140.2303162,170100,1105.69657,1
1760239752205 ,15.759007,36.5341568,140.2303162,170550,1105.69657,1
1760239752698 ,16.68229526,36.5341835,140.2303009,171000,1108.965066,1
1760239753196 ,16.68229526,36.5341835,140.2303009,171450,1108.965066,1
1760239753703 ,18.53999951,36.53421402,140.2302704,171950,1113.317403,1
1760239754199 ,18.53999951,36.53421402,140.2302704,172400,1113.317403,1
1760239754700 ,18.53999951,36.53424072,140.2302399,172850,1117.347321,1
1760239755215 ,18.53999951,36.53424072,140.2302399,173350,1117.347321,1
